group,dimension,category,record_count
대화체,상황,상사가 술을 강제로 권유하는 상황,8
대화체,상황,희한한 건배사에 대해 얘기하는 상황,4
대화체,상황,신입이 회식 중 마지막으로 얘기하는 상황,4
대화체,상황,과장이 건배사 하는 상황,4
대화체,상황,연말회식 장소에 대해 칭찬하는 상황,4
대화체,상황,회식 때 너무 많이 먹은 상황,4
대화체,상황,회식 후 결제 하려는 상황,4
대화체,상황,사장이 회식 비용 전체를 쏜다는 상황,4
대화체,상황,회식을 3차까지 달리려는 상황,4
대화체,상황,다른 회사 회식 문화에 대해 비판,4
대화체,상황,부장이 많이 취해서 대리운전을 불러야 하는 상황,4
대화체,상황,다이어트 중이라 회식을 제대로 즐기지 못하는 상황,4
대화체,상황,회식 중 올해에 일적으로 있었던 불만 얘기,4
대화체,상황,회식 중 퇴사 고민을 동료에게 얘기하는 상황,4
대화체,상황,회식 중 상사가 언제 결혼할거냐고 묻는 상황,4
대화체,상황,회식 중 신입이 상사에게 술을 만들어 드리려는 상황,4
대화체,상황,여직원에게 기분 나쁜 말을 뱉은 상황,4
대화체,상황,회식자리 중 술게임에 계속 지는 상황,4
대화체,상황,회식자리 중 술게임을 하려는 상황,4
대화체,상황,연말회식 중 서로 격려해주는 상황,4
대화체,상황,연말회식 시간을 착각한 상황,4
대화체,상황,회식자리에서 술을 반강제로 마시게 하려는 상황,4
대화체,상황,직원 몇 명이 연말회식에 안 나온 상황,4
대화체,상황,연말회식 중 각자 서운했거나 좋았던 점을 얘기 유도,4
대화체,상황,회식 중 보험 가입 실적이 제일 높은 직원 축하하는 상황,4
대화체,상황,회식 중 상사가 개발한 앱이 1위하여 축하하는 상황,1
대화체,상황,회식 중 상사가 개발한 앱이 2위하여 축하하는 상황,1
대화체,상황,회식 중 상사가 개발한 앱이 3위하여 축하하는 상황,1
대화체,상황,회식 중 상사가 개발한 앱이 4위하여 축하하는 상황,1
대화체,상황,회식 중 한 직원이 좋은 성과를 보여 상사가 술을 주려는 상황,4
대화체,상황,회식 중 우연히 개발한 게임의 성공에 대해 서로 축하하는 상황,4
대화체,상황,아래 직원의 거래성사로 이사님이 축하해주는 상황,4
대화체,상황,한 작가가 쓴 책이 잘 팔려서 축하해주는 상황,4
대화체,상황,모든 직원이 좋은 성과를 내서 사장님이 축하하는 상황,4
대화체,상황,처음 한국에 온 거래처 관계자 접대하려는 상황,4
대화체,상황,거래처에게 괜찮은 술집으로 접대하려는 상황,4
대화체,상황,거래처가 좋아하는 골프를 치며 접대하는 상황,4
대화체,상황,계약 성사를 위해 거래처에게 술을 따라주는 상황,4
대화체,상황,거래처 접대 중 거래처가 계약을 승인한 상황,4
대화체,상황,거래처 접대 중 계약 진행에 대해 물어보는 상황,8
대화체,상황,거래처 접대 중 계약이 승인난 상황,4
대화체,상황,거래처 접대 중 계약이 승인나려는 상황,4
대화체,상황,거래처 접대 중 거래처가 궁금한 사항을 묻는 상황,4
대화체,상황,거래처가 좋아하는 음악회에 같이 가서 접대하는 상황,4
대화체,상황,거래처가 좋아하는 배드민턴을 치며 접대하는 상황,4
대화체,상황,거래처 접대 중 거래처가 계약을 고민하는 상황,4
대화체,상황,거래처 접대가 성공리에 마친 상황,4
대화체,상황,기존 거래처를 접대하려는 상황,4
대화체,상황,거래처 접대 중 거래가 승인난 상황,4
대화체,상황,제품 견적이 표시 안 되어 있어 견적요청하는 상황,4
대화체,상황,해외에서 만든 제품이 한국에도 배송가능한지 묻는 상황,4
대화체,상황,견적가가 본선인도 조건인지 묻는 상황,4
대화체,상황,추천받는 건강식품 제품 회사에 문의 하는 상황,4
대화체,상황,견적요청 중 괜찮은 수출 대행업체가 있는지 묻는 상황,4
대화체,상황,견적을 확인한 뒤 배송을 요청하는 상황,4
대화체,상황,견적 확인 중 단가 할인을 하는 상황,4
대화체,상황,영화번역비 견적 확인하는 상황,4
대화체,상황,타이어 제품 견적요청,4
대화체,상황,제품 최신 정보를 요청하는 상황,4
대화체,상황,신문에 게재된 타사의 신상품 문의,4
대화체,상황,제품 견적 요청,4
대화체,상황,미등록 상품의 견적을 요청하려는 상황,4
대화체,상황,수출입 대행 사업 문의,8
대화체,상황,취업캠프 견적 문의,4
대화체,상황,영상 스토리지 제품 소개,4
대화체,상황,러닝머신 제품 문의,4
대화체,상황,냉동고 제품 문의와 견적 요청,4
대화체,상황,긴급 견적 요청 확인 전의 상황,4
대화체,상황,제품의 견적 등을 요청,4
대화체,상황,주방 설비 제품들 견적 요청,4
대화체,상황,통역 견적 문의,4
대화체,상황,부품 구매 문의,4
대화체,상황,제품 재구매 문의,4
대화체,상황,해외 배송 가능 문의,4
대화체,상황,내부 스테인리스 구입 문의,4
대화체,상황,글래스도어 구입 문의,4
대화체,상황,해외 수입 배송 가능 문의,4
대화체,상황,냉동고 고무 패킹 교체 문의,4
대화체,상황,내부 결로 없이 사용 가능한 냉장고 구매 가능 문의,4
대화체,상황,주문 후 소요시간에 대해 문의,4
대화체,상황,제품 구입 문의,4
대화체,상황,책 제품 구입 문의,4
대화체,상황,가격 책정 문의,4
대화체,상황,화장품 용기 가격 문의,4
대화체,상황,제품 구입했을 때 덤을 주는 지에 대한 문의,4
대화체,상황,전화로 회의에 참석을 못한다고 전하는 상황,4
대화체,상황,제품 발주가 잘 들어갔는지 전화로 묻는 상황,4
대화체,상황,프로젝트에 대해 전화로 묻는 상황,4
대화체,상황,팀장님이 자리에 비워 메시지를 남기는 상황,4
대화체,상황,제품 목록에 몇 제품이 빠져서 전화한 상황,4
대화체,상황,다음 주에 있을 미팅에 대해 전화로 물어보는 상황,4
대화체,상황,파운데이션 출시 날짜에 대해 전화로 묻는 상황,4
대화체,상황,사장님이 언제 돌아오는지 전화로 묻는 상황,8
대화체,상황,제안서를 이메일로 보내달라고 전화로 요청,4
대화체,상황,얼마 전 일어났던 회사 문제에 대해 전화로 묻기,4
대화체,상황,책 번역 2차 수정을 전화로 요청하는 상황,1
대화체,상황,책 번역 3차 수정을 전화로 요청하는 상황,1
대화체,상황,책 번역 4차 수정을 전화로 요청하는 상황,1
대화체,상황,책 번역 5차 수정을 전화로 요청하는 상황,1
대화체,상황,미도착 물품 때문에 전화한 상황,4
대화체,상황,구매 상품을 변경하려고 전화한 상황,4
대화체,상황,미팅이 취소됐다고 연락을 받아 바로 전화한 상황,4
대화체,상황,과장님과 전화 연결이 안 되어 메모를 남기는 상황,4
대화체,상황,상대 거래사에서 전화를 계속 안 받아 화난 상황,4
대화체,상황,학교 재건축에 문제가 생겨 전화한 상황,4
대화체,상황,제품 발주서 확인하라고 전화한 상황,4
대화체,상황,미팅 약속 잡기,4
대화체,상황,상대회사 문제로 인해 미팅 약속을 잡으려는 상황,4
대화체,상황,물류 팀장이 부재라서 메모를 남기려는 상황,4
대화체,상황,출장 가서 머물 호텔에서 전화가 온 상황,4
대화체,상황,부장님과 전화 연결을 하려는 상황,4
대화체,상황,차장님이 부재라서 내선 번호를 알려달라는 상황,4
대화체,상황,팀장이 부재라서 내선 번호를 알려달라는 상황,4
대화체,상황,미팅 날짜 잡기,4
대화체,상황,재계약을 위한 미팅 약속을 잡으려는 상황,4
대화체,상황,미팅 날짜를 변경하려는 상황,4
대화체,상황,오배송 문제와 관련해 만날 약속 날짜를 정하는 상황,4
대화체,상황,냉동고에 생긴 문제를 해결하기 위해 약속을 잡는 상황,4
대화체,상황,미팅 일정을 재확인차 전화한 상황,4
대화체,상황,식탁 소재 관련하여 미팅 날짜를 잡는 상황,4
대화체,상황,문제 해결을 위해 미팅 장소와 날짜를 정하는 상황,8
대화체,상황,수출 업무를 위해 미팅 날짜를 잡는 상황,4
대화체,상황,대학 협업을 서로 맺고자 만날 날짜를 잡는 상황,4
대화체,상황,날씨로 인해 미팅 날짜를 변경하려는 상황,4
대화체,상황,해외발령과 관련된 정보를 전화 걸어서 알리는 상황,4
대화체,상황,총무팀장으로 전화를 연결하는 상황,4
대화체,상황,팀장으로 전화를 연결하는 상황,4
대화체,상황,문제가 생겨 담당자에게 전화한 상황,4
대화체,상황,작가님 내선 번호로 전화 연결하는 상황,4
대화체,상황,과장님과 전화 연결을 요청하는 상황,4
대화체,상황,주임님과 전화 연결 가능한지 전화 걸어 묻는 상황,4
대화체,상황,전화를 걸었는데 담당자가 자리에 없는 상황,4
대화체,상황,"물건 찾기, 물건 고르기(매장 입장, 착용, 시범 요구, 선물, 다른 물건 찾기, AS 문의)",48
대화체,상황,하자 상품이 와서 교환을 하고 싶은 상황,4
대화체,상황,하자 상품이 왔는데 물건은 급한 상황,4
대화체,상황,제품에 먼지가 많이 쌓여있어서 환불하고 싶은 상황,4
대화체,상황,주문한 제품 수가 일치하지 않아 환불하고 싶은 상황,4
대화체,상황,유통기한이 지난 상품이라 환불하고 싶은 상황,4
대화체,상황,상품 상태가 좋지 않아 환불하고 싶은 상황,4
대화체,상황,주문하지 않은 제품이 와서 환불하고 싶은 상황,4
대화체,상황,배송직후 배송지를 변경하고 싶은 상황,4
대화체,상황,배송중인데 배송지를 변경하고 싶은 상황,4
대화체,상황,배송 메시지를 수정하고 싶은 상황,4
대화체,상황,개수를 잘못 입력해서 수정하고 싶은 상황,4
대화체,상황,주문한 상품의 색상을 변경하고 싶은 상황,4
대화체,상황,다른 제품으로 변경하고 싶은 상황,4
대화체,상황,주문한 제품의 일부를 취소하고 싶은 상황,4
대화체,상황,배송이 계속 출발하지 않아서 문의하는 상황,4
대화체,상황,해외 배송 도착일이 궁금한 상황,4
대화체,상황,연휴 때 배송 상황이 궁금한 상황,4
대화체,상황,배송 조회가 안 되서 의아한 상황,4
대화체,상황,제품을 아침에 보내달라고 요청하는 상황,4
대화체,상황,제품을 밖에 두고가라고 요청하는 상황,4
대화체,상황,배송 시 초인종을 눌러달라고 요청하는 상황,4
대화체,상황,제품을 경비실에 맡겨달라고 요청하는 상황,4
대화체,상황,제품을 옆집에 맡겨달라고 요청하는 상황,4
대화체,상황,키보드 방향키 버튼의 모양새가 궁금한 상황,4
대화체,상황,노트북의 전원 위치가 궁금한 상황,4
대화체,상황,주스의 용량이 궁금한 상황,4
대화체,상황,과자의 칼로리가 궁금한 상황,4
대화체,상황,과자의 크기가 궁금한 상황,4
대화체,상황,공책의 내부가 궁금한 상황,4
대화체,상황,펜의 세부사항이 궁금한 상황,4
대화체,상황,옷의 확실한 색상이 궁금한 상황,4
대화체,상황,화장품 코너 위치가 궁금한 상황,4
대화체,상황,커피 판매 코너 위치가 궁금한 상황,4
대화체,상황,블랙 커피 위치가 궁금한 상황,4
대화체,상황,어린이 치즈 위치가 궁금한 상황,4
대화체,상황,양배추 위치가 궁금한 상황,4
대화체,상황,카레 가루 위치가 궁금한 상황,4
대화체,상황,옷 선물 포장 여부가 궁금한 상황,4
대화체,상황,AS 가능 여부가 궁금한 상황,4
대화체,상황,좋은 수박을 고르는 상황,4
대화체,상황,다른 추석 선물 세트를 찾고 있는 상황,4
대화체,상황,분홍색 파티의상을 찾고 있는 상황,4
대화체,상황,감기약을 찾고 있는 상황,4
대화체,상황,세일 가격이 궁금한 상황,4
대화체,상황,셔츠 가격이 궁금한 상황,4
대화체,상황,"할인가로 알고 있었지만, 할인가가 아니었던 상황",4
대화체,상황,가장 저렴한 이어폰의 가격이 궁금한 상황,4
대화체,상황,찾고 있는 책의 가격이 궁금한 상황,4
대화체,상황,중복 계산된 상황,4
대화체,상황,쿠폰 할인이 되어 있지 않은 상황,4
대화체,상황,배달 시간을 요청하는 상황,4
대화체,상황,포장을 요청하는 상황,4
대화체,상황,영수증을 주지 않은 상황,4
대화체,상황,벌레가 들어간 제품을 환불하고 싶은 상황,4
대화체,상황,금이 간 물병을 환불하고 싶은 상황,4
대화체,상황,단순 변심으로 환불하고 싶은 상황,4
대화체,상황,맛이 없어서 환불하고 싶은 상황,4
대화체,상황,다른 제품으로 교환하고 싶은 상황,4
대화체,상황,비슷한 제품으로 교환하고 싶은 상황,4
대화체,상황,알레르기 때문에 환불하고 싶은 상황,4
대화체,상황,구입한 물품의 과세가 알고 싶은 상황,4
대화체,상황,면세점 보증서의 정품 스태프가 궁금한 상황,4
대화체,상황,면세점에서 술을 사려는 상황,4
대화체,상황,면세점 이용방법이 궁금한 상황,8
대화체,상황,면세점간 지갑 가격 차이가 궁금한 상황,4
대화체,상황,두터운 파운데이션을 찾고 있는 상황,4
대화체,상황,유명한 스킨 로션을 찾고 있는 상황,4
대화체,상황,할머니가 쓸 화장품을 찾고 있는 상황,4
대화체,상황,마스카라를 찾고 있는 상황,4
대화체,상황,아이라이너를 찾고 있는 상황,4
대화체,상황,건성피부용 화장품을 찾고 있는 상황,4
대화체,상황,주황색 립스틱을 찾고 있는 상황,4
대화체,상황,보라색 립스틱을 찾고 있는 상황,4
대화체,상황,오렌지맛 요구르트를 찾고 있는 상황,4
대화체,상황,생크림을 찾고 있는 상황,4
대화체,상황,오리고기를 찾고 있는 상황,4
대화체,상황,유통기한이 긴 식빵을 찾고 있는 상황,4
대화체,상황,딸기맛 시리얼을 찾고 있는 상황,4
대화체,상황,광어회를 찾고 있는 상황,4
대화체,상황,샐러드를 찾고 있는 상황,4
대화체,상황,청소년 소설을 찾고 있는 상황,4
대화체,상황,저렴한 샤프를 찾고 있는 상황,4
대화체,상황,안전한 장난감을 찾고 있는 상황,4
대화체,상황,펀치를 찾고 있는 상황,4
대화체,상황,굵은 파란색 볼펜을 찾고 있는 상황,4
대화체,상황,도화지를 찾고 있는 상황,4
대화체,상황,굵은 샤프심을 찾고 있는 상황,4
대화체,상황,청테이프를 찾고 있는 상황,4
대화체,상황,항공편 예약에 위탁수하물 추가했는데 취소하고 싶은 상황,4
대화체,상황,김포 공항에서 사천 공항 가는 항공편이 궁금한 상황,4
대화체,상황,디트로이드 항공편을 문의하는 상황,4
대화체,상황,파나마 공항까지 가는 항공편 요금이 궁금한 상황,4
대화체,상황,인도 바도라다에서 인천으로 가는 항공편이 궁금한 상황,4
대화체,상황,인천에서 뉴욕으로 가는 항공편 금액이 궁금한 상황,4
대화체,상황,"항공권 발권, 수화물 접수",145
대화체,상황,항공권 발권 요청 후 발권 시간이 궁금한 상황,3
대화체,상황,여권 재발급 전 항공권을 발급하고 싶은 상황,4
대화체,상황,항공권 발권 전 취소하고 싶은 상황,4
대화체,상황,항공권 발권 후 영문명 오류를 발견한 상황,4
대화체,상황,유아의 항공권 발권이 궁금한 상황,4
대화체,상황,여권번호를 잘못 기입한 상황,4
대화체,상황,"출입국 수속 (출국 심사, 보안, 입국 심사, 세관 검사)",189
대화체,상황,출국 심사 시 음식물을 들고 있는 상황,3
대화체,상황,출국 심사 시 과자류를 많이 들고 있는 상황,4
대화체,상황,네일본드를 들고 보안검색대에 들어가려는 상황,4
대화체,상황,보안검색 짐 갯수제안이 걱정되는 상황,4
대화체,상황,보안검색 짐 무게가 걱정되는 상황,4
대화체,상황,보안검색 시 목걸이가 걱정되는 상황,4
대화체,상황,보안검색 시 보정속옷이 걱정되는 상황,4
대화체,상황,기내식을 언제 가져가는지 궁금한 상황,4
대화체,상황,기내식과 생수 제공 여부가 궁금한 상황,4
대화체,상황,기내식 메뉴가 궁금한 상황,4
대화체,상황,"기내식이 몇번 나오는지, 메뉴가 뭔지 궁금한 상황",4
대화체,상황,기내에 usb를 꽂을 수 있는지 궁금한 상황,4
대화체,상황,기내에 모니터가 있는지 궁금한 상황,4
대화체,상황,기내에 충전기가 있는지 궁금한 상황,4
대화체,상황,기내 좌석 위치가 궁금한 상황,4
대화체,상황,연계 항공권이 아닌 경우의 환승 방법이 궁금한 상황,4
대화체,상황,비행기의 환승 시간이 걱정되는 상황,4
대화체,상황,환승하는데 항공사가 다른 상황,4
대화체,상황,환승시간이 짧아서 걱정되는 상황,8
대화체,상황,태풍 때문에 연착이 걱정되는 상황,4
대화체,상황,수화물 2개가 분실된 상황,4
대화체,상황,분실된 수화물을 찾은 상황,4
대화체,상황,공항에서 환전하고 싶은 상황,4
대화체,상황,공항 환전 시 한도제한이 궁금한 상황,4
대화체,상황,공항 환전 시 미성년자의 여부가 걱정되는 상황,4
대화체,소분류,숙박,400
대화체,상황,호텔 체크인과 체크아웃 시간이 궁금한 상황,4
대화체,상황,호텔 체크인과 체크아웃 시간을 알고 싶은 상황,4
대화체,상황,방을 예약하고 싶은 상황,4
대화체,상황,1인실을 예약하고 싶은 상황,4
대화체,상황,방 예약하는데 신분증이 없는 상황,4
대화체,상황,호텔에서 배달 음식을 시켜먹고 싶은 상황,4
대화체,상황,호텔에서 와인잔을 요구하는 상황,4
대화체,상황,호텔 불만 사항을 표시하고 싶은 상황,4
대화체,상황,호텔 불만 사항을 말하고 싶은 상황,4
대화체,상황,호텔 조식을 요청하는 상황,4
대화체,상황,"항공편 예약 (요금 문의, 예약 확인, 예약 변경)",176
대화체,상황,"기내 상황 (좌석 찾기, 기내식, 비행기 안전, 기내면세품, 기내 서비스, 몸이 불편할 때, 착륙 직전)",152
대화체,상황,"비행기 환승, 비행기 연착",204
대화체,상황,"수화물 찾기, 수화물 분실, 환전, 목적지 공항 도착 후 안내 문의",164
대화체,상황,"예약, 체크인",188
대화체,상황,"룸서비스, 호텔 서비스, 불만 표시, 요청하기",112
대화체,상황,"게이트 대기, 입장",40
대화체,상황,"항공권 발권, 수하물 접수",60
대화체,상황,"수하물 찾기, 수하물 분실, 환전, 목적지 공항 도착 후 안내 문의",36
대화체,상황,제품에 문제가 있어서 교환/환불이 필요한 상황,44
대화체,상황,제품/배송에 특별한 요청,44
대화체,상황,제품의 세부사항에 대해 문의 (크기/개수 등),44
대화체,상황,"물건 찾기, 물건 고르기 (매장 입장, 착용, 시범 요구, 선물, 다른 물건 찾기, AS문의)",44
대화체,상황,교환/환불,44
대화체,상황,화장품 가게,44
대화체,상황,"기내 상황 (좌석 찾기, 기내식, 비행기 안전, 기내 면세품, 기내 서비스, 몸이 불편할 때, 착륙 직전)",44
대화체,상황,"룸 서비스, 호텔 서비스, 불만 표시, 요청하기",40
대화체,상황,"교환,환불",20
대화체,상황,"룸서비스, 호텔서비스, 불만 표시, 요청하기",20
문어체뉴스,자동분류3,"문화,문화일반",2378
문어체뉴스,언론사,서울경제,197491
문어체뉴스,자동분류1,"경제,국제경제",19240
문어체뉴스,자동분류2,"IT_과학,IT_과학일반",5504
문어체뉴스,자동분류1,"IT_과학,IT_과학일반",5477
문어체뉴스,언론사,국민일보,227538
문어체뉴스,자동분류1,"IT_과학,과학",18113
문어체뉴스,자동분류1,"국제,중국",13102
문어체뉴스,자동분류2,"경제,국제경제",23937
문어체뉴스,자동분류1,"문화,방송_연예",34324
문어체뉴스,자동분류2,"사회,미디어",5125
문어체뉴스,자동분류3,"사회,여성",3826
문어체뉴스,언론사,한겨레,117692
문어체뉴스,자동분류1,"문화,문화일반",10883
문어체뉴스,자동분류2,"사회,사건_사고",11599
문어체뉴스,자동분류3,"지역,경남",2394
문어체뉴스,자동분류1,"문화,출판",16534
문어체뉴스,자동분류2,"문화,영화",12105
문어체뉴스,자동분류3,"IT_과학,보안",3486
문어체뉴스,자동분류1,"IT_과학,모바일",8135
문어체뉴스,자동분류2,"IT_과학,인터넷_SNS",16137
문어체뉴스,자동분류3,"문화,출판",13106
문어체뉴스,자동분류1,"IT_과학,인터넷_SNS",18214
문어체뉴스,자동분류2,"IT_과학,콘텐츠",4817
문어체뉴스,자동분류3,"IT_과학,IT_과학일반",4716
문어체뉴스,자동분류1,"문화,미술_건축",3961
문어체뉴스,자동분류2,"사회,교육_시험",3873
문어체뉴스,언론사,내일신문,65949
문어체뉴스,자동분류1,"문화,생활",9016
문어체뉴스,자동분류3,"경제,금융_재테크",11932
문어체뉴스,자동분류1,"경제,산업_기업",42921
문어체뉴스,자동분류2,"IT_과학,모바일",6875
문어체뉴스,자동분류3,"정치,정치일반",1443
문어체뉴스,자동분류2,"IT_과학,보안",3848
문어체뉴스,자동분류2,"경제,산업_기업",31883
문어체뉴스,자동분류3,"문화,영화",6997
문어체뉴스,자동분류2,"문화,방송_연예",13114
문어체뉴스,자동분류1,"스포츠,월드컵",5626
문어체뉴스,자동분류2,"경제,금융_재테크",16268
문어체뉴스,자동분류3,"경제,유통",7247
문어체뉴스,자동분류1,"경제,서비스_쇼핑",10534
문어체뉴스,자동분류3,"경제,국제경제",17146
문어체뉴스,자동분류1,"경제,증권_증시",9336
문어체뉴스,자동분류3,"경제,서비스_쇼핑",9065
문어체뉴스,자동분류2,"경제,증권_증시",6414
문어체뉴스,자동분류3,"문화,학술_문화재",14163
문어체뉴스,자동분류1,"국제,유럽_EU",9288
문어체뉴스,자동분류1,"지역,지역일반",16967
문어체뉴스,자동분류3,"문화,방송_연예",9365
문어체뉴스,자동분류2,"문화,생활",9245
문어체뉴스,자동분류3,"사회,사회일반",7553
문어체뉴스,자동분류2,"문화,출판",17318
문어체뉴스,자동분류3,"문화,미술_건축",3598
문어체뉴스,자동분류2,"문화,학술_문화재",19998
문어체뉴스,자동분류3,"문화,생활",6618
문어체뉴스,자동분류1,"문화,요리_여행",12214
문어체뉴스,자동분류1,"문화,종교",6949
문어체뉴스,자동분류2,"IT_과학,과학",7752
문어체뉴스,자동분류3,"IT_과학,모바일",6416
문어체뉴스,자동분류2,"지역,부산",2211
문어체뉴스,언론사,노컷뉴스,65648
문어체뉴스,자동분류1,"사회,사건_사고",60549
문어체뉴스,자동분류1,"IT_과학,콘텐츠",4606
문어체뉴스,자동분류3,"국제,유럽_EU",4498
문어체뉴스,자동분류3,"IT_과학,콘텐츠",4097
문어체뉴스,자동분류3,"IT_과학,과학",4539
문어체뉴스,자동분류1,"스포츠,스포츠일반",13389
문어체뉴스,자동분류2,"문화,문화일반",7302
문어체뉴스,자동분류1,"스포츠,축구,해외축구",6455
문어체뉴스,자동분류2,"스포츠,축구,한국프로축구",4294
문어체뉴스,자동분류1,"스포츠,야구,한국프로야구",8751
문어체뉴스,자동분류3,"스포츠,축구,한국프로축구",3156
문어체뉴스,자동분류2,"스포츠,월드컵",5361
문어체뉴스,자동분류1,"경제,무역",2820
문어체뉴스,자동분류2,"국제,국제일반",11576
문어체뉴스,자동분류3,"국제,미국_북미",4724
문어체뉴스,자동분류2,"경제,서비스_쇼핑",11729
문어체뉴스,자동분류3,"경제,외환",2412
문어체뉴스,자동분류1,"경제,금융_재테크",13308
문어체뉴스,자동분류1,"경제,자동차",6778
문어체뉴스,자동분류2,"경제,반도체",2411
문어체뉴스,자동분류1,"경제,반도체",2898
문어체뉴스,자동분류1,"경제,경제일반",12660
문어체뉴스,자동분류2,"경제,부동산",2118
문어체뉴스,자동분류1,"경제,부동산",11816
문어체뉴스,자동분류2,"경제,자동차",3530
문어체뉴스,자동분류2,"국제,미국_북미",7298
문어체뉴스,자동분류3,"경제,산업_기업",20922
문어체뉴스,언론사,파이낸셜뉴스,36750
문어체뉴스,자동분류1,"경제,유통",7756
문어체뉴스,자동분류2,"경제,무역",3838
문어체뉴스,자동분류3,"IT_과학,인터넷_SNS",8101
문어체뉴스,자동분류1,"경제,취업_창업",10153
문어체뉴스,자동분류2,"경제,유통",8957
문어체뉴스,자동분류2,"경제,취업_창업",5578
문어체뉴스,자동분류3,"경제,취업_창업",3312
문어체뉴스,자동분류3,"경제,부동산",1045
문어체뉴스,자동분류1,"국제,국제일반",19008
문어체뉴스,자동분류3,"정치,외교",10043
문어체뉴스,자동분류2,"정치,북한",9198
문어체뉴스,자동분류2,"사회,의료_건강",9261
문어체뉴스,자동분류3,"국제,아시아",3167
문어체뉴스,자동분류1,"국제,중남미",2313
문어체뉴스,자동분류2,"국제,아시아",3200
문어체뉴스,자동분류2,"문화,요리_여행",11070
문어체뉴스,자동분류1,"문화,전시_공연",10291
문어체뉴스,자동분류2,"문화,전시_공연",16008
문어체뉴스,자동분류1,"문화,학술_문화재",14438
문어체뉴스,자동분류1,"문화,영화",8787
문어체뉴스,자동분류2,"문화,종교",3485
문어체뉴스,자동분류3,"문화,종교",2291
문어체뉴스,자동분류3,"문화,전시_공연",12541
문어체뉴스,자동분류2,"스포츠,스포츠일반",1385
문어체뉴스,자동분류3,"문화,요리_여행",9002
문어체뉴스,자동분류1,"스포츠,축구,한국프로축구",4219
문어체뉴스,자동분류3,"스포츠,야구,메이저리그",985
문어체뉴스,자동분류2,"스포츠,야구,일본프로야구",671
문어체뉴스,자동분류3,"국제,중남미",3036
문어체뉴스,자동분류3,"국제,국제일반",6349
문어체뉴스,자동분류2,"사회,사회일반",13538
문어체뉴스,자동분류2,"정치,국회_정당",11550
문어체뉴스,자동분류1,"스포츠,야구",1264
문어체뉴스,자동분류1,"스포츠,축구",1623
문어체뉴스,자동분류2,"사회,여성",8321
문어체뉴스,언론사,스포츠서울,29532
문어체뉴스,자동분류2,"스포츠,야구,메이저리그",3956
문어체뉴스,자동분류3,"문화,음악",5130
문어체뉴스,자동분류1,"스포츠,올림픽_아시안게임",3125
문어체뉴스,자동분류1,"스포츠,농구_배구",2942
문어체뉴스,자동분류3,"스포츠,축구,국가대표팀",2449
문어체뉴스,자동분류2,"스포츠,축구,해외축구",4075
문어체뉴스,자동분류3,"스포츠,야구,한국프로야구",551
문어체뉴스,자동분류3,"스포츠,축구,해외축구",2222
문어체뉴스,자동분류2,"정치,정치일반",4451
문어체뉴스,자동분류3,"경제,증권_증시",6194
문어체뉴스,자동분류2,"지역,지역일반",9150
문어체뉴스,자동분류3,"경제,무역",3626
문어체뉴스,자동분류3,"지역,부산",861
문어체뉴스,자동분류2,"경제,외환",1565
문어체뉴스,자동분류3,"경제,자원",2871
문어체뉴스,자동분류3,"국제,중국",2129
문어체뉴스,자동분류2,"경제,자원",2545
문어체뉴스,자동분류1,"경제,자원",1560
문어체뉴스,자동분류3,"사회,날씨",364
문어체뉴스,자동분류1,"국제,미국_북미",9275
문어체뉴스,자동분류2,"국제,유럽_EU",8445
문어체뉴스,자동분류1,"국제,중동_아프리카",3575
문어체뉴스,자동분류1,"국제,아시아",4150
문어체뉴스,자동분류3,"정치,북한",5340
문어체뉴스,자동분류1,"국제,일본",8655
문어체뉴스,자동분류2,"정치,외교",28782
문어체뉴스,자동분류2,"정치,청와대",10973
문어체뉴스,자동분류2,"국제,러시아",2587
문어체뉴스,자동분류3,"국제,러시아",2201
문어체뉴스,자동분류1,"지역,경북",2518
문어체뉴스,자동분류1,"지역,대전",2209
문어체뉴스,자동분류1,"지역,대구",2732
문어체뉴스,자동분류2,"지역,경북",1636
문어체뉴스,자동분류1,"지역,경남",4999
문어체뉴스,자동분류2,"경제,경제일반",4552
문어체뉴스,자동분류3,"사회,노동_복지",1524
문어체뉴스,자동분류1,"문화,음악",3774
문어체뉴스,자동분류2,"문화,미술_건축",3391
문어체뉴스,자동분류3,"사회,사건_사고",3512
문어체뉴스,자동분류2,"문화,음악",5295
문어체뉴스,자동분류3,"지역,경북",992
문어체뉴스,자동분류3,"사회,의료_건강",3555
문어체뉴스,자동분류1,"IT_과학,보안",2622
문어체뉴스,자동분류1,"스포츠,골프",2832
문어체뉴스,자동분류3,"스포츠,올림픽_아시안게임",2394
문어체뉴스,자동분류3,"스포츠,월드컵",2471
문어체뉴스,자동분류2,"스포츠,올림픽_아시안게임",2280
문어체뉴스,자동분류2,"스포츠,야구",520
문어체뉴스,자동분류1,"국제,러시아",2976
문어체뉴스,자동분류2,"사회,날씨",2081
문어체뉴스,자동분류3,"사회,교육_시험",1206
문어체뉴스,자동분류1,"지역,충남",2160
문어체뉴스,자동분류2,"지역,대전",1346
문어체뉴스,자동분류3,"지역,울산",98
문어체뉴스,자동분류2,"지역,경기",3296
문어체뉴스,자동분류3,"정치,청와대",13200
문어체뉴스,언론사,전자신문,36845
문어체뉴스,자동분류3,"경제,반도체",2451
문어체뉴스,자동분류3,"경제,경제일반",1509
